"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"13.03.2024","204,84","205,60","207,40","204,68","3,08M","-0,17%"
"12.03.2024","205,18","205,00","205,66","202,74","4,52M","-0,03%"
"11.03.2024","205,24","207,32","208,82","204,18","4,65M","-0,98%"
"07.03.2024","207,28","206,40","208,34","205,20","3,66M","0,29%"
"06.03.2024","206,68","205,10","209,96","204,10","8,07M","0,82%"
"05.03.2024","205,00","204,94","205,48","202,94","2,96M","0,22%"
"04.03.2024","204,54","206,60","207,56","202,84","8,34M","-0,67%"
"01.03.2024","205,92","200,46","206,96","200,24","17,44M","2,79%"
"29.02.2024","200,34","197,00","200,40","196,52","4,10M","1,62%"
"28.02.2024","197,14","197,32","198,66","197,02","3,05M","-0,05%"
"27.02.2024","197,24","197,34","199,30","196,40","5,51M","-0,14%"
"26.02.2024","197,52","193,34","197,70","193,30","6,41M","2,18%"
"22.02.2024","193,30","190,24","194,46","189,22","6,53M","1,85%"
"21.02.2024","189,78","190,32","192,80","186,72","6,88M","-0,45%"
"20.02.2024","190,64","197,80","198,76","188,28","9,67M","-3,63%"
"19.02.2024","197,82","198,96","201,38","197,00","7,37M","-0,47%"
"16.02.2024","198,76","199,70","201,50","196,72","9,49M","-0,40%"
"15.02.2024","199,56","196,92","199,60","194,62","7,21M","1,52%"
"14.02.2024","196,58","197,56","198,40","196,04","4,19M","-0,47%"
"13.02.2024","197,50","198,46","199,56","196,06","4,33M","-0,28%"
"12.02.2024","198,06","201,00","201,20","196,54","6,22M","-0,83%"
"09.02.2024","199,72","196,40","200,52","195,16","6,63M","1,84%"
"08.02.2024","196,12","197,10","199,24","194,54","6,66M","-0,50%"
"07.02.2024","197,10","200,14","200,28","195,54","7,09M","-1,30%"
"06.02.2024","199,70","200,80","201,06","198,16","6,75M","-0,51%"
"05.02.2024","200,72","202,90","203,74","199,72","5,88M","-1,07%"
"02.02.2024","202,90","204,90","207,66","202,12","12,28M","-0,82%"
"01.02.2024","204,58","200,16","205,04","200,02","10,11M","2,22%"
"31.01.2024","200,14","201,50","203,00","198,64","11,96M","-0,47%"
"30.01.2024","201,08","197,30","201,24","195,02","10,17M","2,04%"
"29.01.2024","197,06","194,00","197,72","194,00","4,80M","1,59%"
"26.01.2024","193,98","195,20","195,78","193,80","3,75M","-0,52%"
"25.01.2024","195,00","197,60","197,92","194,50","3,89M","-1,32%"
"24.01.2024","197,60","198,88","199,50","196,60","4,67M","-0,31%"
"23.01.2024","198,22","198,78","198,98","196,04","3,76M","-0,08%"
"22.01.2024","198,38","196,94","199,70","196,14","6,09M","0,99%"
"19.01.2024","196,44","194,52","196,84","192,00","9,46M","0,90%"
"18.01.2024","194,68","198,94","200,94","194,50","10,74M","-1,94%"
"17.01.2024","198,54","198,00","199,74","197,20","4,31M","0,35%"
"16.01.2024","197,84","197,80","198,44","195,30","5,70M","-0,09%"
"15.01.2024","198,02","199,00","201,56","196,60","10,83M","-0,12%"
"12.01.2024","198,26","196,50","199,90","194,18","14,92M","1,10%"
"11.01.2024","196,10","185,10","197,94","183,64","34,13M","6,00%"
"10.01.2024","185,00","183,12","186,52","182,82","4,46M","1,03%"
"09.01.2024","183,12","185,48","185,70","182,66","3,95M","-1,23%"
"08.01.2024","185,40","183,00","185,42","182,20","3,02M","1,52%"
"05.01.2024","182,62","183,12","184,26","181,72","1,58M","-0,23%"
"04.01.2024","183,04","181,40","184,42","181,00","3,31M","1,16%"
"03.01.2024","180,94","178,40","181,28","177,90","1,68M","1,37%"
"29.12.2023","178,50","179,70","180,86","176,62","3,25M","-0,50%"
"28.12.2023","179,40","179,12","180,36","178,40","2,91M","0,11%"
"27.12.2023","179,20","180,24","181,50","179,20","5,45M","-0,30%"
"26.12.2023","179,74","177,50","180,00","177,18","8,52M","1,43%"
"25.12.2023","177,20","178,22","179,00","176,12","4,60M","-0,45%"
"22.12.2023","178,00","176,22","179,40","175,28","7,21M","1,30%"
"21.12.2023","175,72","175,42","177,28","173,20","7,67M","-0,16%"
"20.12.2023","176,00","175,34","177,80","174,32","13,95M","0,59%"
"19.12.2023","174,96","168,60","175,28","168,30","13,72M","3,81%"
"18.12.2023","168,54","167,96","170,60","167,00","7,96M","1,18%"
"15.12.2023","166,58","162,20","168,10","162,10","5,02M","2,51%"
"14.12.2023","162,50","167,68","168,46","162,20","6,72M","-2,69%"
"13.12.2023","167,00","162,12","167,14","160,32","6,89M","2,49%"
"12.12.2023","162,94","166,70","167,94","162,72","7,77M","-2,20%"
"11.12.2023","166,60","167,00","169,78","165,80","6,83M","-0,11%"
"08.12.2023","166,78","167,00","168,82","166,22","3,72M","-0,07%"
"07.12.2023","166,90","168,70","169,66","165,24","7,13M","-1,11%"
"06.12.2023","168,78","172,78","173,60","167,72","8,08M","-2,10%"
"05.12.2023","172,40","172,10","173,50","170,62","4,56M","0,34%"
"04.12.2023","171,82","171,00","174,40","169,52","8,72M","0,33%"
"01.12.2023","171,26","172,70","175,36","171,04","5,97M","-0,97%"
"30.11.2023","172,94","175,78","176,66","171,18","7,36M","-1,62%"
"29.11.2023","175,78","179,00","179,44","174,50","8,28M","-1,52%"
"28.11.2023","178,50","178,02","181,50","177,54","8,58M","0,45%"
"27.11.2023","177,70","182,18","183,38","176,64","20,07M","-2,46%"
"24.11.2023","182,18","184,70","185,00","181,14","5,84M","-1,20%"
"23.11.2023","184,40","187,78","187,88","182,80","9,13M","-1,60%"
"22.11.2023","187,40","186,66","188,24","185,80","7,42M","0,29%"
"21.11.2023","186,86","187,52","187,52","185,20","7,12M","-0,49%"
"20.11.2023","187,78","190,40","191,00","187,00","4,76M","-1,33%"
"17.11.2023","190,32","189,44","191,14","187,32","4,49M","0,21%"
"16.11.2023","189,92","190,60","193,64","189,20","3,26M","-0,53%"
"15.11.2023","190,94","191,10","192,92","188,00","3,36M","-0,15%"
"14.11.2023","191,22","196,28","196,28","189,88","5,04M","-2,41%"
"13.11.2023","195,94","195,50","198,68","195,02","3,54M","0,33%"
"10.11.2023","195,30","196,00","196,14","194,58","2,91M","-0,07%"
"09.11.2023","195,44","194,60","197,42","194,00","5,04M","0,43%"
"08.11.2023","194,60","196,86","197,60","193,70","5,17M","-1,15%"
"07.11.2023","196,86","199,10","199,46","196,50","6,83M","-1,25%"
"06.11.2023","199,36","195,04","200,32","194,50","11,89M","2,66%"
"03.11.2023","194,20","187,74","195,00","185,54","13,11M","3,57%"
"02.11.2023","187,50","189,36","189,98","187,22","3,89M","-0,88%"
"01.11.2023","189,16","190,10","191,18","188,70","3,46M","-0,32%"
"31.10.2023","189,76","191,76","193,40","189,12","3,77M","-1,24%"
"30.10.2023","192,14","191,50","194,20","190,40","3,50M","0,33%"
"27.10.2023","191,50","192,10","193,58","190,20","4,48M","-0,31%"
"26.10.2023","192,10","191,64","196,00","191,22","8,23M","0,22%"
"25.10.2023","191,68","194,44","194,44","191,52","5,11M","-1,43%"
"24.10.2023","194,46","194,04","195,50","192,80","5,20M","0,12%"
"23.10.2023","194,22","197,46","198,90","193,56","4,65M","-1,52%"
"20.10.2023","197,22","197,02","198,26","194,48","5,66M","0,11%"
"19.10.2023","197,00","197,50","197,84","194,26","8,12M","-0,28%"
